order_id,customer_id,customer_name,product_id,product_name,product_category,payment_type,qty,price,datetime,country,city,ecommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
26,923,Austin Davis,218,Attack,Electronics,Internet Banking,10,653.48,2024-08-22 11:05,USA,Houston,www.amazon.com,de5f5b3f,N,Card Expired
27,262,Theresa Lopez,247,Time,Toys,Internet Banking,5,292.49,2023-12-18 06:19,UK,London,www.tatacliq.com,1669546e,Y,
28,547,Natalie Olson,244,Democrat,Clothing,UPI,4,59.73,2024-08-18 13:47,UK,Leeds,www.flipkart.com,6ce15ede,N,Blocked Card
29,268,Timothy Lopez MD,271,Themselves,Toys,UPI,10,894.31,2024-06-03 06:51,Germany,Berlin,www.flipkart.com,bbfd8185,N,Blocked Card
30,551,Matthew Reyes,229,Prepare,Clothing,UPI,4,780.12,2024-07-22 04:40,UK,Manchester,www.amazon.com,4bb2f18d,N,Card Expired
31,180,Michael Bradford,284,Suffer,Toys,Internet Banking,9,988.9,2024-05-04 01:49,India,Delhi,www.flipkart.com,c981b566,Y,
32,969,Laura Haas,294,Energy,Stationery,Card,1,260.56,2024-03-20 03:10,UK,London,www.ebay.in,5b85cd0f,N,Transaction Timeout
33,836,Linda Todd,256,Bit,Electronics,Card,1,158.27,2023-11-27 11:46,UK,Leeds,www.ebay.in,fc20be33,Y,
34,795,Samantha Faulkner,238,They,Stationery,Card,2,573.57,2024-03-01 12:08,India,Bengaluru,www.ebay.in,7e53a155,Y,
35,688,Troy Roberts,229,Continue,Stationery,Wallet,6,977.27,2024-04-14 23:48,USA,Boston,www.tatacliq.com,1f144b60,N,Transaction Timeout
36,293,Courtney Curry,266,Forward,Stationery,UPI,7,56.29,2024-04-09 14:52,India,Mumbai,www.ebay.in,b80a30e7,N,Transaction Timeout
37,126,Ann Turner,241,Remember,Clothing,Wallet,4,26.13,2024-07-12 17:27,India,Delhi,www.amazon.com,0ff525c5,Y,
38,287,Kimberly Clark,228,Fine,Electronics,Internet Banking,2,405.32,2023-12-12 09:40,UK,London,www.ebay.in,928e9171,Y,
39,184,Andre Montgomery,291,Must,Toys,Wallet,9,560.81,2024-02-26 03:09,Germany,Frankfurt,www.tatacliq.com,dd6b0236,N,Card Expired
40,878,John Orr,222,Ago,Stationery,Wallet,6,92.15,2023-11-09 02:49,USA,Houston,www.ebay.in,51c7be14,Y,
41,311,Elizabeth Parrish,261,Sound,Toys,Internet Banking,7,26.73,2024-02-18 23:43,India,Delhi,www.tatacliq.com,dfbac0c1,N,Transaction Timeout
42,622,Anthony Martinez,216,Authority,Books,Wallet,1,494.7,2024-05-05 10:14,USA,Houston,www.ebay.in,298248c6,N,Blocked Card
43,565,Regina Taylor,290,Reflect,Toys,Internet Banking,2,910.44,2024-09-11 19:15,Germany,Berlin,www.flipkart.com,ff7d20a5,N,Transaction Timeout
44,716,Heather Jones,252,Stay,Toys,Wallet,6,442.22,2024-07-02 18:34,UK,Birmingham,www.tatacliq.com,a8d689c5,N,Transaction Timeout
45,283,Taylor Nelson DDS,233,Use,Books,Internet Banking,4,254.0,2024-01-22 11:02,UK,Birmingham,www.amazon.com,370c7ad5,N,Transaction Timeout
46,298,Rick Reynolds,292,Activity,Clothing,UPI,2,50.52,2023-12-08 06:05,Germany,Munich,www.snapdeal.com,25622d71,N,Transaction Timeout
47,229,Alyssa Ingram,290,Serious,Stationery,UPI,3,23.86,2024-03-18 01:09,USA,Boston,www.tatacliq.com,40b1f2f5,N,Card Expired
48,383,Christopher Henderson,284,Standard,Stationery,Internet Banking,6,385.53,2023-12-27 16:59,UK,Leeds,www.tatacliq.com,bc3e8c6a,Y,
49,761,Mary Nash,228,Still,Books,UPI,6,865.34,2024-01-27 12:30,USA,Houston,www.snapdeal.com,8cffcfda,Y,
50,275,Colleen Taylor,219,Finally,Electronics,Internet Banking,6,455.15,2024-06-29 19:36,USA,Los Angeles,www.ebay.in,44e17cb6,Y,
51,854,Tracey Cross,245,Military,Clothing,Internet Banking,6,966.9,2024-03-11 23:12,Germany,Hamburg,www.flipkart.com,205359d4,Y,
52,334,Michael Hanson,206,Hair,Electronics,Wallet,6,808.81,2024-09-15 20:31,Germany,Munich,www.amazon.com,bad3ea43,Y,
53,329,Earl Hamilton,284,Before,Toys,UPI,4,916.91,2024-01-22 20:18,India,Bengaluru,www.snapdeal.com,d652b127,Y,
54,389,Kimberly Perry,224,Run,Books,Internet Banking,10,142.61,2024-07-13 15:44,USA,New York,www.tatacliq.com,7dbe8622,N,Card Expired
55,117,Michael Lowe,218,Design,Books,Card,7,68.46,2024-05-06 05:37,UK,Leeds,www.ebay.in,fed1ceb1,N,Card Expired
56,911,Steven Leonard,237,Decide,Books,Wallet,10,138.99,2024-02-17 04:28,UK,London,www.tatacliq.com,67e12398,Y,
57,943,Sabrina Holland,207,Board,Stationery,Card,1,300.65,2023-10-03 21:51,Germany,Hamburg,www.snapdeal.com,bca698e3,Y,
58,397,Justin Marsh,273,Next,Stationery,Internet Banking,10,888.87,2024-03-07 23:25,UK,Manchester,www.flipkart.com,7f2bb6aa,Y,
59,532,Amanda James,277,Agree,Electronics,Card,5,565.22,2023-09-19 03:30,India,Mumbai,www.flipkart.com,c79e6d26,Y,
60,421,Megan Taylor,292,Capital,Clothing,Card,9,188.25,2024-05-27 07:58,USA,Chicago,www.ebay.in,547d50a3,Y,
61,906,Stephen Lewis,267,Religious,Electronics,Card,2,340.66,2024-06-21 09:37,Germany,Frankfurt,www.amazon.com,ed562635,Y,
62,514,Donna Warner,223,Find,Toys,Card,2,61.78,2024-01-15 15:54,India,Kolkata,www.flipkart.com,30ce0a9e,Y,
63,618,Rachel Baker,230,Conference,Toys,Wallet,3,618.34,2024-05-29 14:08,UK,Birmingham,www.ebay.in,bde05d86,Y,
64,459,Daniel Wilson,216,Dream,Clothing,Wallet,3,446.66,2024-06-01 17:34,USA,Boston,www.tatacliq.com,6b1ba814,Y,
65,244,Lisa Bender,280,Feel,Toys,Card,6,434.1,2024-02-25 21:40,Germany,Stuttgart,www.tatacliq.com,d6346c4d,Y,
66,826,Patricia Andrews,289,Raise,Clothing,Card,6,477.73,2024-02-13 12:02,India,Delhi,www.snapdeal.com,e8029a78,Y,
67,460,Kevin Hill,291,Theory,Toys,UPI,3,208.55,2024-05-31 10:26,Germany,Berlin,www.tatacliq.com,ae9b07b2,N,Blocked Card
68,249,Christopher Owen,298,Analysis,Clothing,UPI,4,69.41,2024-04-01 04:42,India,Mumbai,www.snapdeal.com,fddac65f,N,Card Expired
69,197,Paige Dennis,201,Peace,Electronics,Card,9,553.97,2023-12-06 10:48,USA,Chicago,www.snapdeal.com,f583ab3c,Y,
70,699,Leah Williams,244,Drop,Electronics,Card,6,113.95,2024-01-19 18:48,UK,Manchester,www.tatacliq.com,9f9505e3,Y,
71,970,Lindsey Davis,223,Marriage,Books,Card,6,705.38,2024-04-02 23:00,UK,Oxford,www.amazon.com,fb64f140,Y,
72,218,Kelsey Stephens,239,Offer,Books,Internet Banking,9,504.76,2023-10-13 03:56,Germany,Berlin,www.snapdeal.com,bd86100b,Y,
73,614,Johnny Spencer,206,Buy,Books,UPI,6,34.25,2024-04-11 18:22,Germany,Berlin,www.tatacliq.com,e150f9c3,Y,
74,586,Jennifer Adams,297,Marriage,Books,Wallet,8,942.88,2024-08-27 15:33,Germany,Stuttgart,www.amazon.com,14c4b63a,N,Blocked Card
75,611,Jonathan Ward,215,Series,Books,UPI,7,933.8,2024-07-09 08:19,UK,Leeds,www.ebay.in,d3436ad0,Y,
76,112,Beth Savage MD,286,Police,Stationery,Card,6,633.75,2024-08-05 03:53,Germany,Frankfurt,www.snapdeal.com,9cfbe723,N,Transaction Timeout
77,167,Bradley Adams,277,Hundred,Books,UPI,6,880.43,2023-11-20 17:37,Germany,Frankfurt,www.snapdeal.com,d0049f3f,N,Blocked Card
78,253,Jeffrey Dean,280,Address,Toys,UPI,2,304.34,2024-09-07 23:44,India,Delhi,www.tatacliq.com,9995104c,N,Blocked Card
79,398,Chase Flowers,229,Foot,Electronics,Internet Banking,2,69.83,2024-09-08 19:10,USA,New York,www.flipkart.com,e9f7385a,N,Blocked Card
80,918,Andrew Jackson,261,Design,Stationery,UPI,7,696.26,2023-11-20 09:21,Germany,Munich,www.amazon.com,d96caba4,N,Transaction Timeout
81,506,Terry Davis,297,Degree,Electronics,Card,4,979.75,2024-06-11 20:36,India,Chennai,www.flipkart.com,9041d838,N,Blocked Card
82,881,Megan Ferguson,260,President,Electronics,Internet Banking,10,333.64,2024-01-28 10:40,Germany,Stuttgart,www.amazon.com,7059aad0,N,Card Expired
83,821,Ashley Phelps,211,Begin,Books,Wallet,3,696.46,2024-07-26 09:29,UK,Leeds,www.amazon.com,48745ac3,Y,
84,533,Lindsey Mclean,249,Away,Books,Card,9,133.21,2024-07-20 02:34,UK,London,www.ebay.in,2a36912c,Y,
85,695,Erin Wong,276,Heavy,Books,Card,1,100.95,2024-02-20 22:45,Germany,Hamburg,www.tatacliq.com,39f058f9,N,Blocked Card
86,709,Pamela Sharp,255,Environmental,Toys,Internet Banking,6,181.36,2024-06-18 13:14,India,Kolkata,www.tatacliq.com,20e67453,N,Card Expired
87,953,Catherine Cox,204,This,Books,Internet Banking,6,497.8,2024-04-27 05:36,UK,Oxford,www.amazon.com,8135b1e6,Y,
88,427,David Powell,249,Determine,Electronics,UPI,10,965.25,2023-09-19 02:07,India,Bengaluru,www.flipkart.com,fefcb6b1,N,Card Expired
89,475,Isaac Lewis,285,Together,Electronics,Card,10,513.93,2024-07-14 01:04,Germany,Frankfurt,www.tatacliq.com,5bd274c4,N,Card Expired
90,699,Angela Bartlett,249,Yes,Stationery,Wallet,8,37.18,2024-02-02 20:05,India,Delhi,www.ebay.in,abf22049,Y,
91,662,Stacie Williams,260,May,Electronics,UPI,4,74.76,2024-08-01 22:52,India,Mumbai,www.snapdeal.com,226ee266,N,Transaction Timeout
92,421,Michael Kemp,298,Probably,Books,Wallet,6,513.14,2024-09-10 05:48,Germany,Berlin,www.snapdeal.com,c4d65fd2,N,Transaction Timeout
93,121,Mr. Joseph Davidson Jr.,227,Dark,Electronics,Wallet,3,579.2,2023-12-21 09:21,UK,Manchester,www.snapdeal.com,757da834,N,Blocked Card
94,501,Raymond Cross,295,Prepare,Toys,Card,2,92.48,2023-12-13 01:31,India,Bengaluru,www.amazon.com,2e771414,N,Blocked Card
95,779,Sean Curtis,220,Election,Books,Wallet,9,715.03,2024-02-26 22:12,USA,Chicago,www.flipkart.com,f2c411d9,N,Blocked Card
96,268,Matthew Galloway,203,I,Electronics,Card,5,904.37,2024-06-05 00:27,India,Chennai,www.amazon.com,6a93fc09,Y,
97,491,Glenn Hendricks,233,Pass,Electronics,Card,9,383.49,2024-08-08 02:18,UK,Leeds,www.tatacliq.com,24c22196,Y,
98,146,Timothy Marshall,212,Candidate,Books,UPI,6,725.74,2024-05-01 13:05,Germany,Munich,www.flipkart.com,d24f66c9,Y,
99,228,Henry Evans,249,Exist,Stationery,UPI,3,982.14,2024-05-18 01:43,India,Kolkata,www.snapdeal.com,e1a12646,N,Transaction Timeout
100,543,Debra Parker,284,Financial,Stationery,Internet Banking,4,625.16,2024-03-08 21:05,USA,New York,www.tatacliq.com,fb1f13d7,N,Card Expired
101,986,Brian Brewer,260,Subject,Clothing,UPI,9,253.32,2024-08-09 13:02,India,Mumbai,www.snapdeal.com,3086ea66,Y,
102,132,Stephanie King,248,Section,Toys,Card,7,338.5,2024-03-21 01:25,India,Kolkata,www.flipkart.com,9a8a9ed1,N,Card Expired
103,795,Amanda Porter,288,Blood,Electronics,Card,4,948.79,2024-04-27 11:12,USA,Houston,www.flipkart.com,23e73e5b,Y,
104,597,Erica Jordan,244,Tax,Electronics,UPI,6,518.44,2023-10-08 17:05,India,Bengaluru,www.flipkart.com,fca1a27b,N,Blocked Card
105,412,Kenneth Johnson,253,Minute,Stationery,Card,1,940.65,2024-07-30 22:03,Germany,Stuttgart,www.flipkart.com,83e38591,Y,
106,168,Heidi Rose,297,Choose,Stationery,Card,10,650.31,2024-05-15 17:19,India,Delhi,www.snapdeal.com,694b8579,Y,
107,208,Matthew Smith,240,Place,Books,Internet Banking,1,565.32,2024-08-16 04:03,UK,Leeds,www.flipkart.com,1845af94,Y,
108,628,Aaron Zimmerman,291,Likely,Clothing,UPI,1,811.27,2024-08-21 12:19,USA,New York,www.snapdeal.com,d0830faf,N,Card Expired
109,350,Jennifer Powell,236,Able,Toys,Wallet,2,560.1,2023-11-25 00:18,UK,Leeds,www.amazon.com,2ccadd81,Y,
110,807,Zachary Villa,254,Them,Books,Wallet,3,148.89,2024-08-06 06:41,UK,Birmingham,www.snapdeal.com,63312d3f,N,Blocked Card
111,593,Morgan Meyers,274,Cost,Stationery,UPI,8,126.14,2024-03-13 20:38,India,Bengaluru,www.flipkart.com,db56a078,Y,
112,379,Christopher Thompson,244,Air,Books,Card,10,858.67,2023-10-26 06:56,India,Kolkata,www.tatacliq.com,cd79e040,N,Blocked Card
113,573,Heather Johnson,201,Such,Books,Wallet,1,141.52,2024-05-26 08:30,USA,Chicago,www.tatacliq.com,459b8e8f,Y,
114,173,Thomas English,250,Listen,Books,Wallet,8,353.77,2023-11-03 22:16,UK,Birmingham,www.snapdeal.com,ba9e00a0,Y,
115,375,Anthony Rodriguez,280,Help,Clothing,Wallet,10,371.99,2024-07-21 18:36,UK,Birmingham,www.tatacliq.com,3673d99f,N,Transaction Timeout
116,836,Michael Hicks,256,Already,Clothing,Internet Banking,2,748.34,2024-01-01 11:50,UK,London,www.amazon.com,68cce1d7,N,Blocked Card
117,103,John Thomas,264,Billion,Clothing,Wallet,5,468.78,2024-01-30 23:54,UK,Manchester,www.amazon.com,eb4012e4,N,Blocked Card
118,422,Heather Holt,284,Sit,Toys,Card,3,464.18,2024-01-22 16:33,UK,London,www.amazon.com,e549af0f,Y,
119,885,Eric Bradshaw,220,Compare,Toys,UPI,5,269.83,2024-02-25 16:42,USA,New York,www.tatacliq.com,76151e8b,N,Blocked Card
120,512,Robert Snow,259,Easy,Stationery,Internet Banking,6,487.84,2023-10-06 04:10,India,Delhi,www.amazon.com,5378ee8a,Y,
121,506,George Bradford,280,Modern,Clothing,Card,5,752.82,2024-06-19 08:56,Germany,Munich,www.amazon.com,b037a644,Y,
122,847,Frederick Aguilar DDS,275,Among,Clothing,Card,10,265.63,2024-07-28 02:13,USA,Houston,www.snapdeal.com,20efa087,N,Blocked Card
123,303,Timothy Chavez,245,Although,Books,Internet Banking,9,727.09,2024-06-29 12:28,USA,Chicago,www.tatacliq.com,ae35edb9,N,Blocked Card
124,109,Alice Smith,279,Necessary,Stationery,UPI,3,693.98,2023-10-27 10:26,India,Delhi,www.tatacliq.com,fd114447,Y,
125,941,Melvin Levy,218,Month,Clothing,Wallet,9,885.97,2024-06-06 07:31,USA,New York,www.tatacliq.com,de8e7b7a,N,Card Expired
126,646,Jennifer Smith,290,Charge,Books,Internet Banking,6,852.65,2024-04-04 05:51,UK,Manchester,www.tatacliq.com,6497b714,Y,
127,488,Michael Kennedy,209,Attack,Toys,UPI,6,932.34,2024-07-17 07:46,UK,Birmingham,www.tatacliq.com,08600da8,Y,
128,341,Megan Moore,240,Brother,Stationery,Internet Banking,5,828.62,2024-08-14 03:24,UK,London,www.flipkart.com,b8e49281,Y,
129,384,Thomas Parker,282,Require,Books,Wallet,8,630.9,2024-05-23 07:50,USA,New York,www.tatacliq.com,469d2377,N,Card Expired
130,152,Laura Burns,204,Difference,Clothing,Card,9,387.85,2023-10-13 00:54,India,Chennai,www.ebay.in,3dd1c04f,Y,
131,447,Stanley Turner,268,Republican,Toys,UPI,4,621.13,2024-01-16 02:35,USA,Chicago,www.snapdeal.com,6e52e08e,Y,
132,566,Jill Marsh,292,Tell,Stationery,Internet Banking,5,109.19,2024-08-28 22:05,Germany,Berlin,www.tatacliq.com,71560869,Y,
133,798,Mrs. Michelle Hunter,267,The,Books,Wallet,1,934.54,2024-02-23 10:45,India,Chennai,www.flipkart.com,9f69ed95,Y,
134,812,Michael Carter,283,Care,Stationery,Card,4,846.95,2023-12-16 16:05,USA,Houston,www.snapdeal.com,7bbd8829,N,Card Expired
135,220,Corey Terry,286,Need,Stationery,Internet Banking,3,64.96,2024-05-28 20:05,UK,Manchester,www.ebay.in,add3518f,Y,
136,771,Barbara Vargas,276,Artist,Books,Wallet,3,176.3,2023-09-29 08:32,Germany,Hamburg,www.snapdeal.com,07c8cc8d,N,Transaction Timeout
137,424,Noah Peterson,247,Worker,Toys,Card,6,636.29,2024-03-07 16:01,USA,Los Angeles,www.tatacliq.com,dc7d2fed,Y,
138,127,Mitchell Lewis,213,And,Toys,Card,7,302.07,2024-05-01 23:09,UK,Manchester,www.ebay.in,e7fb4a41,Y,
139,912,Mark Pruitt MD,243,Recognize,Electronics,Internet Banking,9,469.97,2024-04-23 21:36,Germany,Stuttgart,www.flipkart.com,2b2bf124,N,Transaction Timeout
140,388,Stephen Hampton,243,So,Toys,Internet Banking,10,618.53,2023-10-03 13:56,India,Mumbai,www.amazon.com,2767b055,N,Card Expired
141,695,Beverly Wilson,226,Right,Toys,Internet Banking,7,13.01,2024-03-23 02:42,Germany,Berlin,www.snapdeal.com,d13fe788,Y,
142,825,Mr. Tyler White,207,White,Stationery,Card,8,58.09,2024-05-31 13:25,India,Kolkata,www.ebay.in,e39ca698,N,Transaction Timeout
143,892,Timothy Keller,299,Nature,Electronics,Internet Banking,9,498.48,2023-10-28 02:22,India,Kolkata,www.amazon.com,d9c278b7,Y,
144,436,Karen Aguilar,213,Wonder,Books,Wallet,8,475.5,2023-12-01 00:04,India,Bengaluru,www.snapdeal.com,39d366dc,N,Transaction Timeout
145,622,Maria Beck,207,Blood,Electronics,Internet Banking,10,962.92,2024-08-07 06:54,Germany,Munich,www.flipkart.com,d83644e4,Y,
146,120,Amanda Frost,255,Hour,Clothing,UPI,7,643.71,2024-04-15 10:07,India,Kolkata,www.flipkart.com,e11d23d0,N,Blocked Card
147,939,David Mclean,209,All,Toys,UPI,9,595.6,2024-07-07 21:48,India,Mumbai,www.ebay.in,e56229f9,N,Card Expired
148,259,Shannon Snyder,214,True,Electronics,Wallet,3,681.76,2023-12-18 08:13,India,Delhi,www.snapdeal.com,335e572a,N,Transaction Timeout
149,410,Samantha Stewart,279,There,Toys,Wallet,8,937.34,2024-04-28 00:59,Germany,Stuttgart,www.flipkart.com,e86b09c0,Y,
150,758,Rebecca George,268,Whether,Toys,Wallet,2,40.67,2023-10-24 10:41,UK,Manchester,www.tatacliq.com,60ae5218,N,Card Expired
151,176,Jaclyn Anderson,200,Present,Electronics,Internet Banking,9,586.56,2023-12-07 00:20,UK,Oxford,www.amazon.com,db9e23f9,Y,
152,102,Victor Hahn,229,Our,Toys,Internet Banking,6,136.16,2024-06-17 09:22,UK,Oxford,www.tatacliq.com,e674ed19,Y,
153,505,Jesus Evans,247,Than,Electronics,Internet Banking,3,201.04,2024-08-16 10:18,UK,Leeds,www.ebay.in,d6821a34,Y,
154,649,Melissa Frank,205,Accept,Clothing,Card,10,921.84,2024-01-08 21:34,Germany,Hamburg,www.amazon.com,8727a004,N,Transaction Timeout
155,672,Jonathan Cook,203,Wait,Books,Internet Banking,2,414.78,2024-02-09 04:44,India,Delhi,www.snapdeal.com,f8f144c0,Y,
156,199,Jose Rodriguez,203,Onto,Books,Card,5,515.55,2024-06-05 18:38,UK,London,www.snapdeal.com,6143a964,N,Transaction Timeout
157,920,Kaitlyn Sims DDS,266,Response,Toys,Internet Banking,3,207.81,2024-08-14 08:05,USA,Houston,www.flipkart.com,17f51e5d,Y,
158,296,Hayden Graham,234,Unit,Toys,Internet Banking,5,332.01,2024-05-08 19:30,UK,Leeds,www.ebay.in,e008e83e,N,Card Expired
159,207,Wayne Thompson,249,Two,Toys,Internet Banking,3,748.57,2023-11-07 05:27,USA,Chicago,www.flipkart.com,cacd91ce,N,Card Expired
160,253,Monique Carr,221,In,Clothing,Internet Banking,10,625.79,2024-01-18 01:28,USA,Boston,www.tatacliq.com,9f0022e6,N,Card Expired
161,417,Jessica Petersen,210,These,Toys,Card,3,248.12,2024-07-25 03:34,India,Kolkata,www.tatacliq.com,ba77e961,Y,
162,727,Heather Benson,240,Require,Electronics,UPI,1,975.67,2024-05-22 02:43,USA,Los Angeles,www.ebay.in,903e02e5,N,Blocked Card
163,626,Andrea Watson,255,Fine,Toys,UPI,6,229.14,2024-04-21 09:52,USA,New York,www.snapdeal.com,fefb9dcc,Y,
164,803,Michelle Weiss,283,Write,Books,Internet Banking,2,498.66,2023-10-10 00:18,USA,Chicago,www.flipkart.com,f97c04e5,N,Blocked Card
165,817,Ryan Rodriguez,295,Recognize,Toys,Card,3,177.17,2023-09-19 04:36,UK,Leeds,www.snapdeal.com,30de978c,N,Blocked Card
166,523,Robert Beck,205,Develop,Toys,Wallet,9,779.07,2024-04-13 14:20,USA,New York,www.ebay.in,7b928cc7,Y,
167,146,Chelsea Nguyen,200,Base,Stationery,Card,10,247.78,2024-08-05 20:37,UK,Manchester,www.flipkart.com,8329fc4c,Y,
168,392,Sara Moon,257,Particularly,Toys,Wallet,1,472.94,2024-08-29 11:58,Germany,Stuttgart,www.flipkart.com,ee32bbc8,Y,
169,958,David Vaughn,279,Movement,Clothing,UPI,5,887.21,2024-05-20 15:25,Germany,Hamburg,www.amazon.com,b07a671d,Y,
170,967,Shawn Fisher,200,Hospital,Books,Card,10,385.96,2024-06-07 04:19,UK,Leeds,www.flipkart.com,d3bdcef9,N,Card Expired
171,250,Christie Gilbert,293,Drive,Stationery,UPI,7,937.62,2023-11-01 07:49,UK,London,www.flipkart.com,3bdd83d0,N,Blocked Card
172,121,Brian Sanders,224,Forward,Stationery,Internet Banking,8,578.85,2024-07-05 02:05,Germany,Munich,www.amazon.com,201b3013,N,Card Expired
173,405,David Good,238,Nor,Clothing,UPI,1,29.23,2024-06-06 16:44,India,Bengaluru,www.ebay.in,3c16ca50,N,Transaction Timeout
174,994,Joseph Ferguson,281,Be,Stationery,Internet Banking,9,308.72,2024-07-06 10:35,USA,Boston,www.flipkart.com,9d72d388,Y,
175,752,Paula Herrera,237,Effort,Stationery,Card,10,368.2,2023-12-26 00:28,Germany,Berlin,www.tatacliq.com,e5ad66e2,Y,
176,916,Anthony Brown,248,Page,Toys,UPI,2,507.68,2023-10-13 18:26,Germany,Frankfurt,www.ebay.in,670a0a48,Y,
177,798,Cynthia Lee,212,Republican,Toys,Wallet,3,190.11,2024-09-16 03:34,India,Bengaluru,www.tatacliq.com,f737e265,N,Blocked Card
178,145,Karina Morrison,261,Expect,Toys,UPI,2,911.48,2023-11-02 16:18,UK,Birmingham,www.tatacliq.com,b1041453,N,Transaction Timeout
179,214,Jessica Gomez,226,Nature,Stationery,Wallet,1,740.99,2023-12-09 09:45,India,Kolkata,www.tatacliq.com,6b42ba6c,Y,
180,605,Bianca Mills,207,Ability,Toys,Card,1,592.32,2023-11-26 09:00,India,Mumbai,www.flipkart.com,54221208,N,Blocked Card
181,581,Patricia Gomez,231,Give,Clothing,Wallet,8,203.82,2023-11-16 15:49,India,Mumbai,www.amazon.com,10f8f9ef,Y,
182,634,Jordan Moss,215,Nor,Stationery,UPI,4,268.58,2024-06-09 10:42,India,Kolkata,www.ebay.in,aa6acff3,N,Blocked Card
183,838,Erik Diaz,250,Along,Stationery,Wallet,1,124.08,2024-06-08 16:02,India,Bengaluru,www.flipkart.com,c715b8b0,N,Card Expired
184,313,Jeffrey Simmons MD,288,Total,Stationery,Internet Banking,6,746.15,2024-01-12 18:35,UK,Birmingham,www.tatacliq.com,1550e952,Y,
185,223,Michele Kim,256,Unit,Clothing,Internet Banking,3,510.52,2023-12-03 02:06,USA,Boston,www.tatacliq.com,0d7b9fd7,N,Blocked Card
